bed,row,col,Unique.ID,phen,total.branch,diam.mm,num.flw,num.fruit,long.fruit.cm,survey.date,collected.date,survey.notes,
E,25,D,2067,,,,,,,,,,
E,26,C,1623,,,,,,,,,,
E,26,D,2091,,,,,,,,,,
E,27,C,1658,,,,,,,,,,
E,27,D,79,P,1,4.4,0,26,8.4,8/7/25,8/7. 8/14,8/7 3 collected. 8/14 8 collected,
E,28,C,2637,P,1,1.63,0,5,6.5,8/28/25,9/18/25,9/18 4 fruit. 9/24 1 fruit,
E,28,D,1870,,,,,,,,,,
E,29,C,2348,,,,,,,,,,
E,29,D,buffer,,,,,,,,,,
E,30,C,NA,,,,,,,,,,
E,30,D,buffer,,,,,,,,,,
E,41,C,2477,,,,,,,,,,
E,41,D,2259,P,1,1.44,0,5,6.4,9/11/25,9/18/25. 9/29,9/18 2 fruit. 9/29 3 fruits,
E,42,C,2473,,,,,,,,,,
E,42,D,2245,,,,,,,,,,
E,43,C,2648,,,,,,,,,,
E,43,D,2134,,,,,,,,,,
E,44,C,2426,,,,,,,,,,
E,44,D,1763,,,,,,,,,,
E,45,C,buffer,,,,,,,,,,
E,45,D,buffer,,,,,,,,,,
E,46,C,2297,,,,,,,,,,
E,46,D,2628,,,,,,,,,,
E,47,C,2594,,,,,,,,,,
E,47,D,2011,,,,,,,,,,
E,48,C,2081,,,,,,,,,,
E,48,D,2568,,,,,,,,,,
E,49,C,380,P,1,1.75,0,6,7.6,8/7/25,8/14. 8/28,8/14 col 3 fruit. 8/28 col 3 fruit,
E,49,D,2600,,,,,,,,,,
E,50,C,1809,,,,,,,,,,
E,50,D,2308,,,,,,,,,,
E,51,C,1715,P,1,2.14,0,2,5.1,8/28/25,9/4/25,9/4 collected 1 fruit,
E,51,D,2385,,,,,,,,,,
E,52,C,buffer,,,,,,,,,,
E,52,D,buffer,,,,,,,,,,
F,1,A,buffer,,,,,,,,,,
F,1,B,buffer,,,,,,,,,,
F,2,A,buffer,,,,,,,,,,
F,2,B,buffer,,,,,,,,,,
F,3,A,buffer,,,,,,,,,,
F,3,B,buffer,,,,,,,,,,
F,4,A,1842,,,,,,,,,,
F,4,B,2528,,,,,,,,,,
F,5,A,1783,,,,,,,,,,
F,5,B,NA,,,,,,,,,,
F,6,A,2333,,,,,,,,,,
F,6,B,2377,,,,,,,,,,
F,7,A,1859,,,,,,,,,,
F,7,B,buffer,,,,,,,,,,
F,8,A,2048,,,,,,,,,,
F,8,B,2015,,,,,,,,,,
F,9,A,2449,,,,,,,,,,
F,9,B,1892,,,,,,,,,,
F,10,A,2616,,,,,,,,,,
F,10,B,1659,,,,,,,,,,
F,11,A,2288,P,1,2.09,0,8,6,8/14/25,8/28. 9/4. 9/18. 9/24,9/28 1 fruit col. 9/4 2 fruit col. 9/18 1 fruit. 9/24 4 frt,
F,11,B,2533,,,,,,,,,,
F,12,A,2494,,,,,,,,,,
F,12,B,2136,,,,,,,,,,
F,13,A,2109,,,,,,,,,,
F,13,B,buffer,,,,,,,,,,
F,14,A,1662,,,,,,,,,,
F,14,B,2433,,,,,,,,,,
F,15,A,2631,,,,,,,,,,
F,15,B,2611,,,,,,,,,,
F,16,A,1463,P,1,1.32,0,7,4.7,7/18/25,8/28/25,8/28 only 4 fruits (collected all),
F,16,B,2196,,,,,,,,,,
F,17,A,2289,,,,,,,,,,
F,17,B,1912,,,,,,,,,,
F,18,A,2035,,,,,,,,,,
F,18,B,2459,,,,,,,,,,
F,19,A,1989,,,,,,,,,,
F,19,B,2341,P,1,2.5,0,3,6.7,8/28/25,9/24/25,9/24 3 frt harvested 1 partially dehisced,dehisced
F,20,A,buffer,,,,,,,,,,
F,20,B,2603,,,,,,,,,,
F,21,A,2110,,,,,,,,,,
F,21,B,2350,,,,,,,,,,
F,22,A,buffer,,,,,,,,,,
F,22,B,2010,,,,,,,,,,
F,23,A,1602,,,,,,,,,,
F,23,B,2462,,,,,,,,,,
F,24,A,2247,,,,,,,,,,
F,24,B,2027,,,,,,,,,,
F,25,A,buffer,,,,,,,,,,
F,25,B,2530,,,,,,,,,,
F,26,A,1811,,,,,,,,,,
F,26,B,1692,,,,,,,,,,
F,27,A,2514,,,,,,,,,,
F,27,B,2581,,,,,,,,,,
F,28,A,1724,,,,,,,,,,
F,28,B,2571,,,,,,,,,,
F,29,A,NA,,,,,,,,,,
F,29,B,NA,,,,,,,,,,
F,39,A,861,P,1,2.02,0,5,4.97,8/7/25,8/7/25 9/4/25,collected 2 8/7; 3 Fruit col 9/4,
F,39,B,buffer,,,,,,,,,,
F,40,A,buffer,,,,,,,,,,
F,40,B,NA,,,,,,,,,,
F,41,A,1880,,,,,,,,,,
F,41,B,buffer,,,,,,,,,,
F,42,A,1773,,,,,,,,,,
F,42,B,1924,,,,,,,,,,
F,43,A,1959,,,,,,,,,,
F,43,B,2285,,,,,,,,,,
F,44,A,2214,,,,,,,,,,
F,44,B,2570,,,,,,,,,,
F,45,A,1871,,,,,,,,,,
F,45,B,2290,,,,,,,,,,
F,46,A,buffer,,,,,,,,,,
F,46,B,buffer,,,,,,,,,,
F,47,A,buffer,,,,,,,,,,
F,47,B,buffer,,,,,,,,,,
F,1,C,buffer,,,,,,,,,,
F,1,D,buffer,,,,,,,,,,
F,2,C,buffer,,,,,,,,,,
F,2,D,buffer,,,,,,,,,,
F,3,C,buffer,,,,,,,,,,
F,3,D,buffer,,,,,,,,,,
F,4,C,2349,,,,,,,,,,
F,4,D,2482,,,,,,,,,,
F,5,C,1688,,,,,,,,,,
F,5,D,2497,,,,,,,,,,
F,6,C,NA,,,,,,,,,,
F,6,D,565,,,,,,,,,,
F,7,C,2002,,,,,,,,,,
F,7,D,2117,,,,,,,,,,
F,8,C,buffer,,,,,,,,,,
F,8,D,2267,P,1,2.49,0,1,7.5,8/28/25,9/4/25,1 fruit collected 9/4/25,
F,9,C,2087,,,,,,,,,,
F,9,D,2195,,,,,,,,,,
F,10,C,2189,,,,,,,,,,
F,10,D,2474,,,,,,,,,,
F,11,C,2281,,,,,,,,,,
F,11,D,2511,,,,,,,,,,
F,12,C,2246,,,,,,,,,,
F,12,D,buffer,,,,,,,,,,
F,13,C,buffer,,,,,,,,,,
F,13,D,2481,,,,,,,,,,
F,14,C,2404,,,,,,,,,,
F,14,D,2447,,,,,,,,,,
F,15,C,2334,,,,,,,,,,
F,15,D,2371,,,,,,,,,,
F,16,C,2294,,,,,,,,,,
F,16,D,2126,,,,,,,,,,
F,17,C,1771,,,,,,,,,,
F,17,D,buffer,,,,,,,,,,
F,18,C,2298,,,,,,,,,,
F,18,D,64,P,1,2.92,0,23,5.5,7/25/25,7/25 8/14 8/21,dehiscing. collected 7/25 8/21,
F,19,C,2167,,,,,,,,,,
F,19,D,2506,,,,,,,,,,
F,20,C,2262,,,,,,,,,,
F,20,D,381,P,1,2.37,0,13,4.6,8/7/25,8/21 8/28,dehiscing. collected 8/21. 8/28 3 fruit,
F,21,C,1869,,,,,,,,,,
F,21,D,NA,,,,,,,,,,
F,22,C,buffer,,,,,,,,,,
F,22,D,2443,,,,,,,,,,
F,23,C,2082,,,,,,,,,,
F,23,D,1843,,,,,,,,,,
F,24,C,2271,,,,,,,,,,
F,24,D,2629,,,,,,,,,,
F,25,C,2545,,,,,,,,,,
F,25,D,2448,,,,,,,,,,
F,26,C,2139,,,,,,,,,,
F,26,D,2587,,,,,,,,,,
F,27,C,2016,,,,,,,,,,
F,27,D,1914,,,,,,,,,,
F,28,C,2438,,,,,,,,,,
F,28,D,2003,,,,,,,,,,
F,29,C,NA,,,,,,,,,,
F,29,D,NA,,,,,,,,,,
F,40,C,1983,,,,,,,,,,
F,40,D,2529,,,,,,,,,,
F,41,C,1693,,,,,,,,,,
F,41,D,314,P,1,2.84,0,13,5.5,8/14/25,8/28 9/4,8/28 col. 3 fruits 9/4 col. 7 fruit,
F,42,C,2013,,,,,,,,,,
F,42,D,2315,,,,,,,,,,
F,43,C,2401,,,,,,,,,,
F,43,D,1725,,,,,,,,,,
F,44,C,buffer,,,,,,,,,,
F,44,D,2140,,,,,,,,29-Sep,1 fruit,
F,45,C,2407,,,,,,,,,,
F,45,D,2546,,,,,,,,,,
F,46,C,buffer,,,,,,,,,,
F,46,D,buffer,,,,,,,,,,
F,47,C,buffer,,,,,,,,,,
F,47,D,buffer,,,,,,,,,,
G,1,A,buffer,,,,,,,,,,
G,1,B,buffer,,,,,,,,,,
G,2,A,buffer,,,,,,,,,,
G,2,B,buffer,,,,,,,,,,
G,3,A,buffer,,,,,,,,,,
G,3,B,buffer,,,,,,,,,,
G,4,A,2460,,,,,,,,,,
G,4,B,2053,,,,,,,,,,
G,5,A,1812,,,,,,,,,,
G,5,B,2491,,,,,,,,,,
G,6,A,2092,,,,,,,,,,
G,6,B,1604,,,,,,,,,,
G,7,A,2335,,,,,,,,,,
G,7,B,2351,,,,,,,,,,
G,8,A,2513,,,,,,,,,,
G,8,B,2112,,,,,,,,,,
G,9,A,2299,,,,,,,,,,
G,9,B,1845,,,,,,,,,,
G,10,A,2588,,,,,,,,,,
G,10,B,2248,,,,,,,,,,
G,11,A,2232,,,,,,,,,,
G,11,B,2372,,,,,,,,,,
G,12,A,2263,,,,,,,,,,
G,12,B,2436,,,,,,,,,,
G,13,A,2021,,,,,,,,,,
G,13,B,buffer,,,,,,,,,,
G,14,A,2547,,,,,,,,,,
G,14,B,2250,,,,,,,,,,
G,15,A,2280,,,,,,,,,,
G,15,B,1814,,,,,,,,,,
G,16,A,1797,,,,,,,,,,
G,16,B,2435,,,,,,,,,,
G,17,A,2572,,,,,,,,,,
G,17,B,1925,,,,,,,,,,
G,18,A,2264,,,,,,,,,,
G,18,B,2508,,,,,,,,,,
G,19,A,2441,,,,,,,,,,
G,19,B,2215,,,,,,,,,,
G,20,A,2599,,,,,,,,,,
G,20,B,2589,,,,,,,,,,
G,21,A,1846,,,,,,,,,,
G,21,B,2184,,,,,,,,,,
G,22,A,2084,,,,,,,,,,
G,22,B,2424,,,,,,,,,,
G,23,A,1776,P,1,1.72,0,2,3.8,9/4/25,9/18/25,9/18 1 fruit,
G,23,B,2198,,,,,,,,,,
G,24,A,1694,,,,,,,,,,
G,24,B,2536,,,,,,,,,,
G,25,A,2355,,,,,,,,,,
G,25,B,2456,,,,,,,,,,
G,26,A,2561,,,,,,,,,,
G,26,B,2496,,,,,,,,,,
G,27,A,buffer,,,,,,,,,,
G,27,B,2612,,,,,,,,,,
G,28,A,2144,,,,,,,,,,
G,28,B,2565,,,,,,,,,,
G,29,A,2251,,,,,,,,,,
G,29,B,2216,,,,,,,,,,
G,30,A,195,P,1,1.18,0,1,1.5,7/25/25,NA,8/28 no fruit on plant,
G,30,B,2157,,,,,,,,,,
G,31,A,2469,,,,,,,,,,
G,31,B,2615,,,,,,,,,,
G,32,A,2287,,,,,,,,,,
G,32,B,2199,,,,,,,,,,
G,33,A,2465,,,,,,,,,,
G,33,B,2500,,,,,,,,,,
G,34,A,1847,,,,,,,,,,
G,34,B,2114,,,,,,,,,,
G,35,A,2535,,,,,,,,,,
G,35,B,2188,,,,,,,,,,
G,36,A,2548,,,,,,,,,,
G,36,B,1732,P,1,1.56,0,4,3.4,9/4/25,,,
G,37,A,buffer,,,,,,,,,,
G,37,B,2527,,,,,,,,,,
G,38,A,1697,,,,,,,,,,
G,38,B,1330,P,1,2.54,0,6,5,8/21/25,8/28 9/4 9/29,8/28 Col 3 fruit; 9/4 1 fruit; 9/29 1 fruit,
G,39,A,2618,,,,,,,,,,
G,39,B,2094,,,,,,,,,,
G,40,A,2171,,,,,,,,,,
G,40,B,2270,,,,,,,,,,
G,41,A,2229,,,,,,,,,,
G,41,B,706,P,1,2.08,0,7,4.7,8/7/25,8/28 9/4,8/28 col. 5 fruits; 9/4 2 fruit,
G,42,A,buffer,,,,,,,,,,
G,42,B,1464,P,1,1.92,0,11,5.9,8/7/25,8/28 9/4,8/28 col 6 fruits; 9/4 3 fruit col. 2 fruit missing,
G,43,A,buffer,,,,,,,,,,
G,44,A,buffer,,,,,,,,,,
G,44,B,buffer,,,,,,,,,,
G,45,A,buffer,,,,,,,,,,
G,45,B,buffer,,,,,,,,,,
G,1,C,buffer,,,,,,,,,,
G,1,D,buffer,,,,,,,,,,
G,2,C,buffer,,,,,,,,,,
G,2,D,buffer,,,,,,,,,,
G,3,C,buffer,,,,,,,,,,
G,3,D,buffer,,,,,,,,,,
G,4,C,2632,,,,,,,,,,
G,4,D,1100,P,1,4.65,0,58,5.6,8/28/25,8/28 9/18,8/28 col. 5 fruit 9/18 col 5 fruit. 8/28 still has buds but no flowers and some fruits have fallen to the ground. other fruits heavily dehisced - measured ann. census to be safe. can update measurements if buds succeed. ,
G,5,C,2083,,,,,,,,,,
G,5,D,YO7_5_7,P,1,1.22,0,3,3.1,7/27/25,8/14/25,8/14 collected 3 frts 1 dehiscing,
G,6,C,2537,,,,,,,,,,
G,6,D,2560,,,,,,,,,,
G,7,C,2306,,,,,,,,,,
G,7,D,2024,,,,,,,,,,
G,8,C,2598,,,,,,,,,,
G,8,D,530,P,1,1.73,0,1,1.1,8/7/25,NA,8/7 fruit viability? 8/14 1 fruit missing,
G,9,C,2008,,,,,,,,,,
G,9,D,buffer,,,,,,,,,,
G,10,C,2197,,,,,,,,,,
G,10,D,buffer,,,,,,,,,,
G,11,C,2495,,,,,,,,,,
G,11,D,2089,,,,,,,,,,
G,12,C,buffer,,,,,,,,,,
G,12,D,buffer,,,,,,,,,,
G,13,c,2645,,,,,,,,,,
G,13,D,1729,,,,,,,,,,
G,14,C,2142,,,,,,,,,,
G,14,D,2352,,,,,,,,,,
G,15,C,NA,,,,,,,,,,
G,15,D,2639,,,,,,,,,,
G,16,C,1979,,,,,,,,,,
G,16,D,1863,,,,,,,,,,
G,17,C,2517,,,,,,,,,,
G,17,D,NA,,,,,,,,,,
G,18,C,2300,,,,,,,,,,
G,18,D,2553,,,,,,,,,,
G,19,C,2464,,,,,,,,,,
G,19,D,2556,,,,,,,,,,
G,20,C,2614,,,,,,,,,,
G,20,D,2295,,,,,,,,,,
G,21,C,2233,,,,,,,,,,
G,21,D,2336,,,,,,,,,,
G,22,C,2439,,,,,,,,,,
G,22,D,NA,,,,,,,,,,
G,23,C,buffer,,,,,,,,,,
G,23,D,NA,,,,,,,,,,
G,24,C,2093,,,,,,,,,,
G,24,D,2327,,,,,,,,,,
G,25,C,1891,,,,,,,,,,
G,25,D,1991,,,,,,,,,,
G,26,C,2650,,,,,,,,,,
G,26,D,2313,,,,,,,,,,
G,27,C,1890,,,,,,,,,,
G,27,D,2562,,,,,,,,,,
G,28,C,2590,,,,,,,,,,
G,28,D,2310,,,,,,,,,,
G,29,C,2074,,,,,,,,,,
G,29,D,NA,,,,,,,,,,
G,30,C,2635,,,,,,,,,,
G,30,D,2575,,,,,,,,,,
G,31,C,2019,,,,,,,,,,
G,31,D,1765,,,,,,,,,,
G,32,C,1815,,,,,,,,,,
G,32,D,1872,,,,,,,,,,
G,33,C,2421,,,,,,,,,,
G,33,D,2604,,,,,,,,,,
G,34,C,238,P,1,2.02,0,7,3.2,8/14/25,8/28 9/4 ,8/28 col 4 fruits; 9/4 col 1 fruit. 1 fruit missing,
G,34,D,2275,P,1,1.62,0,2,4,8/28/25,4-Sep,9/4 Col. 2 fruit,
G,35,C,1394,P,1,1.9,0,4,4.6,7/18/25,4-Sep,A9/4 Col. 4 fruit,
G,35,D,2301,,,,,,,,,,
G,36,C,1240,P,1,1.63,0,4,3.3,8/7/25,4-Sep,2 fruits small; 9/4 col 2 fruit. 2 fruit missing,
G,36,D,733,P,1,2.22,0,6,4.5,8/14/25,8/28 9/4,8/28 col 3 fruits; 9/4 col 2 fruits. 1 fruit missing,
G,37,C,2049,,,,,,,,,,
G,37,D,261,P,1,1.68,0,4,4.8,9/4/25,4-Sep,9/4 Col. 3 Fruit,
G,38,C,1930,,,,,,,,,,
G,38,D,1447,P,1,1.95,0,10,4.8,7/18/25,8/14/25,9 Fruits collected. 8/28 no fruit left,
G,39,C,2321,,,,,,,,,,
G,39,D,2337,,,,,,,,,,
G,40,C,2293,,,,,,,,,,
G,40,D,1624,,,,,,,,,,
G,41,C,2378,,,,,,,,,,
G,41,D,2512,,,,,,,,,,
G,42,C,2358,,,,,,,,,,
G,42,D,buffer,,,,,,,,,,
G,44,C,buffer,,,,,,,,,,
G,44,D,buffer,,,,,,,,,,
G,45,C,buffer,,,,,,,,,,
G,45,D,buffer,,,,,,,,,,
H,23,B,734,P,1,2.31,0,14,6,8/7/25,4-Sep,10 fruit collected,
I,9,B,391,P,1,1.94,0,5,5.8,8/14/25,29-Sep,9/29 1 fruit,
I,10,A,1272,P,1,1.09,0,3,4,7/18/25,8/7/25,,
I,11,A,1250,P,1,1.42,0,2,5.1,7/18/25,8/14/25,collected 1. 1 fruit missing,
